product_name,price,number_available_in_stock,number_of_reviews,number_of_answered_questions,average_review_rating,amazon_category_and_sub_category,description,description length,category
Schleich Therizinosaurus Action Figure,14.01,37,41,1,4.6,Figures & Playsets > Dinosaurs,"Product Description The Therizinosaurus had huge forelimb claws, each up to one meter long. Until today, nobody has found out what it needed weapons like these for. Box Contains 1 x Schleich Therizinosaurus",206,Figures & Playsets 
Playmobil 5230 Dinos Volcano with T-Rex Dinosaur,42.99,26,114,1,4.6,Figures & Playsets > Dinosaurs,"Style Name:Dinos-Volcano Product Description The Playmobil volcano with T-Rex features an erupting volcano with functional lava stream. The T-Rex has a movable jaw and limbs and the rocks have hidden fossils. The set includes two Playmobil explorers, two dinosaurs and accessories. Box Contains 1 x Volcano1 x Tyrannosaurus2 x Explorers",336,Figures & Playsets 
HGL Soft Stuffed Tyrannosaurus Rex Dinosaur (T-Rex XL),15.0,3,13,1,5.0,Figures & Playsets > Dinosaurs,"Product Description This impressive extra large T-Rex soft dinosaur is perfect for young dinosaur fans! Designed in authentic colours, this quality dinosaur is ideal for younger dinosaur enthusiasts, Jurassic collectors and hard core dinosaur fans. A terrific soft feel, softly textured, good sized, Tyrannosaurus, it is the ideal gift for kids who just want to get their hands on all things dinosaur. Approximate size 22”. Soft and easy to carry. No hard edges. Styles/colours may vary. Dimensions of 1 piece product - 45x30x23cm. Weight - 1.05 kg per piece Box Contains 1 x dinosaur",584,Figures & Playsets 
Disney The Good Dinosaur Mary Alice Action Figures,9.99,6,1,1,5.0,Characters & Brands > Disney > Toys,"Product Description Meet the creatures the asteroids could not drive to extinction! Disney Pixar's The Good Dinosaur tells the story of how life on Earth might have evolved had dinosaurs and man been given the chance to live together. Stomping and chomping around is Mary Alice a fully grown Triceratops with awesome features designed to protect her from rival dinosaurs on their journey to evolution! Heavyweight Mary Alice has powerful legs, scales on her back and an anvil-shaped snout that lines up neatly in his sights! Then, towering ""overhead"" are her most distinctive weapons and defences of all… Start your collection as you round up an amazing cast of characters, each highly detailed, articulated and fully poseable. This Large Figure Assortment from TOMY includes Arlo, Forrest Woodbush, Bubbha, Will and Thunderclap! Mary Alice also comes with a tiny collectible critter that can attach to the horns of Large Figure Forrest Woodbush (sold separately). Start out on your own adventure. Take on the primal jungle, confront predators, survive, evolve and teach humans like cave-boy Spot a trick or two! Suitable for ages 3 years & up. Box Contains 1 x dinosaur",1170,Characters & Brands 
Bullyland Cowboy with Colts Figurine,3.62,11,5,1,4.4,Figures & Playsets > Cowboys & Indians,Bullyland Cowboy with Colts Figurine,36,Figures & Playsets 
Wild Safari Tapejara Dinosaur Toy,11.81,8,6,1,4.0,Figures & Playsets > Dinosaurs,"Product Description Safari is a family owned company that has been producing hand painted miniatures for three generations. Our mission is to teach children the importance of nature and its conservation though the value of play. It is our hope that future generations will respect the earth and all of its inhabitants, and this is where their learning journey starts. Toobs are acetate tubes containing hand painted miniatures, for use in play and education. Tubes are 1.5"" x 13"" x 1.5"" and are topped with a small spinning globe to allow children to wonder where their toys live in real life, and what else is out there to explore. Box Contains 1 x Toob",654,Figures & Playsets 
DINOSAUR EGG HATCH GROW WATER MAGIC TOY FUN GIFT PET DINO GROWING LARGE NEW,5.95,4,17,2,4.4,Figures & Playsets > Dinosaurs,"Dinosaur growing egg Toy. It is excellent for kids dino project. Hatching dinosaur egg pets toy. Have fun watching a growing baby dinosaur break out of its own egg! (11 cm) large. Price/listing is per egg Easy to follow instructions: 1. Put the egg in a container and fill with water till water level is above egg. 2. The egg shell will slowly break after 24-48 hours, then the dinosaur will quickly come out of its shell. 3. After the egg shell is broken entirely, add new water into the container again. The dinosaur will keep expanding until about 48-72 hours. 4. You can then move the growing dinosaur to a larger container to watch them grow!! Tips: - Make sure the water temperature is below 35'C - Make sure the container is always full of water PRICE PER EGG",766,Figures & Playsets 
Mighty Megasaur Battery Operated Triceratops Dinosaur,14.99,5,9,2,4.7,Figures & Playsets > Dinosaurs,"Product Description Battery operated Triceratops dinosaur with authentic sounds, real feel skin on the neck, light up eyes and great walking action. Box Contains 1 x Battery Operated Dinosaur",191,Figures & Playsets 
Disney The Good Dinosaur Arlo Action Figures,9.99,4,9,2,4.7,Characters & Brands > Disney > Toys,"Product Description Meet the creatures the asteroids could not drive to extinction! Disney Pixar's The Good Dinosaur tells the story of how life on Earth might have evolved had dinosaurs and man been given the chance to live together. Arlo here is not the bravest of dinosaurs, but after he falls into a river and ends up hundreds of miles away downstream, this Apatosaurus will need some (human) help to get him back to the Claw-tooth Mountains he calls home. Start your collection as you round up an amazing cast of characters, each highly detailed, articulated and fully poseable. This Large Figure Assortment from TOMY includes Forrest Woodbush, Bubbha, Will, Mary Alice and Thunderclap! Move Arlo's legs, turn his head, open his jaws and see how he keeps smiling! Arlo also comes with a tiny collectible critter that can attach to the horns of Large Figure Forrest Woodbush (sold separately). Start out on your own adventure. Take on the primal jungle, confront predators, survive, evolve and teach humans like cave-boy Spot a trick or two! Suitable for ages 3 years & up. Box Contains 1 x dinosaur",1103,Characters & Brands 
Pack of 12 - Mexican Western Self Adhesive Moustaches - Great Boys Girls Party Loot Bag Fillers,2.99,2,3,2,4.3,Fancy Dress > Accessories,pack of 12 moustaches,21,Fancy Dress 
Triceratops Dinosaur by NATIONAL GEOGRAPHIC,9.99,4,1,2,5.0,Figures & Playsets > Dinosaurs,"Product Description Charge through the Jurassic era with the notorious Triceratops!The Triceratops was a herbivore and is easily recognized by its enormous horned head. These horns could reach 3 feet long and served as defense against a myriad of predators. Like a prehistoric rhinoceros, the Triceratops likely charged its attackers, driving them off...And now, it can be yours!The Triceratops Action Figure by National Geographic includes a meticulously crafted, hand-painted Triceratops action figure that looks as magnificent as the real thing. The Triceratops is built with a movable neck, allowing the head to swivel as it searches for food. And since it’s constructed of durable material, the figure stands up to all kinds of vigorous play.It’s a science toy kids never want to put down!In addition to the Triceratops figure, the kit comes with a genuine dinosaur poop fossil (coprolite), learning guide, and activity guide for endless science fun. This coprolite fossil is a real dinosaur poop specimen that is millions of years old.With the 12-page learning guide, kids can go in-depth on the Triceratops and become absorbed in the world of the Jurassic era.Boys and girls love to learn with this premium dinosaur science kit!Order your kit today and start exploring the ancient world of the Triceratops!National Geographic Toys provides a 100% satisfaction guarantee with all our products so that you can buy with confidence.About the National Geographic SocietyWith a mission to inspire people to care about the planet, the 126-year-old National Geographic Society is one of the world’s largest nonprofit scientific and educational organizations.National Geographic’s net proceeds support vital exploration, conservation, research, and education programs. Box Contains A hand-painted, durable, Triceratops action figure with movable neckA genuine dinosaur bone fossil approximately 140 million years oldAn adventure guide with educational material written by teachers",1978,Figures & Playsets 
King Kong - Roaring Bull V-Rex,215.68,5,1,2,5.0,Characters & Brands > Tomy,H25cm,5,Characters & Brands 
Playmobil 5251 Sheriff with Horse,12.99,21,8,2,4.8,Figures & Playsets > Cowboys & Indians,Product Description The Playmobil Sheriff with Horse features a Sheriff with a wanted poster on horseback. The set includes a large cacti and prairie wolf. Box Contains 1 x Playmobil Figure1 x Horse1 x Prairie wolf plus accessories,231,Figures & Playsets 
Large Stegosaurus Dinosaur Model,12.0,7,1,2,5.0,Figures & Playsets > Dinosaurs,"CollectA's replica of the Stegosaurus is detailed and lifelike, down to the bumps on its skin and the distinctive bony plates on its back. The lumbering Stegosaurus is depicted as though it is in motion, with its mouth open, and its spiky tail raised. The creature lived in the Late Jurassic period, about 155 - 150 million years ago, in western North America. The adult Stegosaurus probably measured approximately 26 - 30 feet in length. This beautifully sculpted, collectible 1:40 scale figure from our Prehistoric Life Collection measures 9.5''L x 3.9''H. Each figure in our Prehistoric Life Collection has been approved by archeologist Anthony Beeson, a well-respected expert in paleoimagery. All CollectA models are individually hand crafted to the highest standards and made with the finest and safest phthalate-free, lead-free materials. Create a natural world in miniature with high quality toy replicas from CollectA. Our mission is to educate collectors and to provide the greatest oppportunity for creative play.",1023,Figures & Playsets 
Mighty Megasaur - Infra-Red Controlled Triceratops,24.09,5,1,2,5.0,Figures & Playsets > Dinosaurs,Mighty Megasaur - Infra-Red Controlled Triceratops - Peers Hardy. Press the left button to make the dinosaur shake shake its head and roar. Press the right button to make the dinosaur walk forward with stomping sounds. Works up to 10ft/3m. For ages 3+,251,Figures & Playsets 
Tomy Dinosaur Train Interaction Mr Conductor,14.99,8,30,2,4.7,Characters & Brands > Tomy,Product Description Dinosaur Train! Check out our cool interactive dinosaurs which talk to each other and share fun dino facts about themselves! Our amazing Dinosaur Train range takes its inspiration from the characters from the popular television series on Nick Jr. Check out our cool interactive dinosaurs which talk to each other and share fun dino facts about themselves! Our amazing Dinosaur Train range takes its inspiration from the characters from the popular television series on Nick Jr.Mr Conductor InterAction Figure is based on the iconic character from Jim Henson's Dinosaur Train television series. SmartTalk technology give him the ability to recognize and interact with other dinosaurs in the range. Press his buttons and he shares lots of fun dino data! Box Contains 1 x Dinosaur Train Mr Conductor,816,Characters & Brands 
Wooden Jointed Flexi Sensory Toy - Green Dinosaur,5.98,2,1,2,5.0,Figures & Playsets > Dinosaurs,"Colour Name:Green This excellent jointed Dinosaur is brightly coloured and chunky, with elasticated cord which joins its legs, head and tail to its torso - allowing it to be angled to assume all kinds of amusing positions and poses. This Flexi Dino character will provide hours of bending, twisting and fiddling satisfaction.",325,Figures & Playsets 
